ID,nrpts,area,density,ecc,center_1,center_2
650,130,0.04612906,2818.18,0.6788592,33.95468,31.66566
654,100,0.04334037,2307.318,0.590326,42.42317,28.71263
656,58,0.03060411,1895.17,0.8177156,33.86182,17.20416
657,63,0.0189649,3321.926,0.5656677,19.74525,25.09547
660,94,0.03946088,2382.106,0.5237966,26.77222,32.87597
663,122,0.0439623,2775.105,0.7061554,43.06934,25.97586
665,78,0.02374467,3284.947,0.6268172,20.12256,34.77337
668,119,0.0343269,3466.669,0.7215776,30.76448,31.36689
673,79,0.02342135,3372.991,0.8588167,19.07007,35.89383
675,51,0.01797657,2837.026,0.7530615,29.4745,25.73504
679,76,0.01670036,4550.801,0.2499547,22.43054,22.3358
681,136,0.05578936,2437.741,0.9062491,25.55302,23.45214
684,176,0.05439563,3235.554,0.851391,32.73953,30.08325
686,52,0.02491835,2086.816,0.4407595,33.03885,40.62348
688,86,0.0379635,2265.334,0.8981656,18.74553,30.63599
689,86,0.02829278,3039.645,0.8457291,23.70628,35.57887
691,113,0.04725698,2391.181,0.6094911,22.03497,18.59549
700,72,0.02495934,2884.691,0.745907,37.41804,21.15423
706,51,0.01578129,3231.676,0.4044759,23.06525,22.76052
711,85,0.03192977,2662.093,0.8774433,29.07121,15.26311
714,72,0.02945732,2444.214,0.5160677,35.98932,22.84657
716,64,0.02287357,2797.989,0.5650805,33.3017,32.29581
718,74,0.02426829,3049.247,0.4689367,24.23369,31.25259
721,118,0.03271884,3606.485,0.7321652,30.69562,39.84813
723,73,0.02448189,2981.795,0.6680785,19.70723,39.76368
726,53,0.02127066,2491.696,0.8260486,29.69688,35.28502
731,82,0.04142908,1979.286,0.6789516,31.97602,27.19949
735,156,0.0408175,3821.89,0.6601961,17.55704,34.04036
738,61,0.0178803,3411.575,0.8171172,32.76934,40.44278
740,51,0.01533327,3326.1,0.6731172,26.83445,27.90557
741,52,0.02172464,2393.595,0.4923356,21.07706,20.2898
742,66,0.01602853,4117.658,0.6681374,30.51538,41.71418
746,75,0.02597006,2887.941,0.5414578,16.79405,28.2483
747,96,0.01850031,5189.103,0.7603254,25.50486,14.98162
748,59,0.009703346,6080.377,0.4620399,23.58743,15.46348
753,174,0.04272337,4072.713,0.5300796,22.62673,34.82648
754,54,0.01880296,2871.888,0.6682416,36.80638,32.37697
759,59,0.02488722,2370.695,0.5615801,26.58967,40.13232
762,73,0.02958138,2467.769,0.7265473,36.4058,37.2705
764,56,0.02137584,2619.78,0.7417616,22.13788,22.72032
765,99,0.03596191,2752.913,0.7556549,36.91919,19.84393
769,90,0.01226866,7335.762,0.7492931,29.42579,24.98604
771,69,0.02702329,2553.354,0.7491958,33.39598,15.98583
772,52,0.02346119,2216.427,0.6579936,29.29021,25.61839
773,76,0.02358733,3222.069,0.752008,32.36728,23.64442
774,59,0.02743749,2150.342,0.8114028,36.71841,31.12936
776,72,0.02629592,2738.067,0.5433932,24.6393,16.40423
778,111,0.02792494,3974.942,0.6474769,29.50291,39.25588
779,110,0.03614741,3043.095,0.600832,27.61767,37.55579
780,71,0.02001092,3548.063,0.9360536,18.242,16.68253
784,53,0.02277592,2327.019,0.7231634,18.36643,34.20129
785,69,0.02919739,2363.225,0.5932966,35.38406,31.42816
787,72,0.02174729,3310.758,0.76743,22.90984,17.87722
788,114,0.04891846,2330.409,0.769822,37.8325,25.60316
792,64,0.02231797,2867.645,0.806929,28.64298,26.15373
796,55,0.01970436,2791.26,0.5307965,37.4419,24.84574
799,82,0.02913319,2814.659,0.8356576,24.87543,18.92048
801,75,0.02031291,3692.233,0.7394234,19.10674,22.32262
802,85,0.01054431,8061.218,0.5651453,17.29559,25.07717
806,74,0.02950362,2508.167,0.5617782,38.8176,23.67231
811,53,0.01877291,2823.218,0.5395853,32.77102,33.16957
816,94,0.0223852,4199.203,0.6063957,37.63211,25.68428
822,67,0.01835119,3650.989,0.3904328,29.82239,40.23493
825,109,0.03072103,3548.059,0.2491132,22.89846,15.56159
826,65,0.01577752,4119.787,0.6664912,32.8685,21.68275
828,116,0.03056226,3795.53,0.3790332,23.71539,29.65882
830,86,0.01863943,4613.874,0.5532675,31.60143,15.40245
837,59,0.01611412,3661.385,0.6515833,18.4013,31.36639
838,59,0.01826258,3230.649,0.5515418,32.38431,29.44577
845,91,0.01607505,5660.946,0.6782436,20.05883,17.40939
847,86,0.03098464,2775.568,0.6564743,20.61032,31.06098
849,182,0.04778045,3809.089,0.7228225,30.99067,29.41373
850,75,0.03069639,2443.284,0.6224679,21.471,17.14347
852,59,0.02170595,2718.149,0.6780761,17.05018,32.75808
856,50,0.01671149,2991.953,0.7268317,31.21169,20.77708
862,241,0.04452352,5412.87,0.4324736,32.01711,31.5309
871,85,0.03970931,2140.556,0.750033,27.0428,23.1703
875,50,0.00172361,29008.88,0.9498086,29.79761,32.29967
879,53,0.02280414,2324.139,0.7501052,31.11858,20.21364
881,55,0.02299097,2392.243,0.5865676,42.55877,26.56098
887,105,0.03584123,2929.587,0.5948786,25.4528,27.35499
888,77,0.01350856,5700.089,0.765067,27.38931,27.83494
895,62,0.0219116,2829.551,0.8725021,28.87064,34.23911
899,60,0.03071887,1953.197,0.7487811,38.37848,24.80884
905,53,0.01739514,3046.829,0.6576548,28.21085,35.23965
907,52,0.02212139,2350.666,0.7799901,25.29085,15.88615
914,93,0.03479451,2672.836,0.8088543,23.90577,24.58626
925,61,0.02415675,2525.174,0.4304459,28.35734,14.68764
926,52,0.01642683,3165.553,0.6855956,30.37151,19.69102
931,53,0.01036171,5114.985,0.7244044,20.49668,15.57889
932,59,0.01961938,3007.23,0.7771594,30.88967,21.53906
942,69,0.02266249,3044.679,0.3140069,38.16702,32.60326
955,50,0.01744829,2865.611,0.8471199,29.38011,27.30829
963,90,0.01632035,5514.589,0.5858021,24.95995,15.49656
977,51,0.01041672,4895.976,0.5143403,27.24906,27.78017
