ID,nrpts,area,density,ecc,center_1,center_2
904,23,0.009292106,2475.219,0.8313982,23.01054,30.64585
905,53,0.01739514,3046.829,0.6576548,28.21085,35.23965
906,27,0.009620294,2806.567,0.6762002,17.98439,34.56375
907,52,0.02212139,2350.666,0.7799901,25.29085,15.88615
908,31,0.005819187,5327.205,0.5770218,24.50628,42.42256
909,17,0.005223458,3254.549,0.6001646,21.94196,21.71624
910,18,0.004495072,4004.385,0.5051357,42.09768,24.81325
911,24,0.009121268,2631.213,0.4941254,29.49313,36.78772
912,17,0.004345602,3912.001,0.5325345,37.35826,19.46709
913,20,0.00348499,5738.896,0.7340899,17.3083,32.55816
914,93,0.03479451,2672.836,0.8088543,23.90577,24.58626
915,29,0.01323288,2191.511,0.5861691,38.1756,33.30613
916,21,0.005133544,4090.741,0.6149182,30.80848,20.29198
917,23,0.008037007,2861.762,0.6358027,33.09199,24.09039
918,22,0.008047143,2733.89,0.6028845,18.17734,37.00095
919,48,0.01762688,2723.114,0.6639752,32.94889,31.83994
920,46,0.01337505,3439.24,0.6716289,34.72228,32.34953
921,17,0.004446445,3823.279,0.6933982,31.64727,22.37893
922,35,0.009132706,3832.38,0.4633093,24.40885,40.45396
923,31,0.007482229,4143.15,0.6486379,30.41444,23.74207
924,31,0.01443513,2147.539,0.5903064,37.08266,35.66759
925,61,0.02415675,2525.174,0.4304459,28.35734,14.68764
926,52,0.01642683,3165.553,0.6855956,30.37151,19.69102
927,17,0.002250628,7553.446,0.7573084,36.91845,24.4426
928,17,0.004559119,3728.791,0.3013276,39.25426,26.27049
929,34,0.004312703,7883.686,0.7972755,23.47878,15.61668
930,17,0.004521777,3759.583,0.3197626,24.98075,39.58694
931,53,0.01036171,5114.985,0.7244044,20.49668,15.57889
932,59,0.01961938,3007.23,0.7771594,30.88967,21.53906
933,36,0.009629158,3738.645,0.828474,16.86398,24.22266
934,17,0.003965742,4286.713,0.5753552,32.71189,17.18537
935,14,0.002701464,5182.376,0.8798415,19.53393,25.97785
936,17,0.002394875,7098.491,0.8058688,29.64445,37.92216
937,33,0.01100622,2998.305,0.6646059,33.41766,19.21329
938,17,0.00208684,8146.29,0.8198803,36.50718,27.39591
939,35,0.01293703,2705.413,0.520954,32.04197,24.1777
940,34,0.0125074,2718.392,0.8146719,24.85201,39.81694
941,18,0.004005519,4493.8,0.3314586,35.97344,35.29159
942,69,0.02266249,3044.679,0.3140069,38.16702,32.60326
943,18,0.005756951,3126.655,0.546145,28.02529,27.03451
944,17,0.004507054,3771.865,0.5546507,26.43092,29.2738
945,17,0.004632818,3669.473,0.8095046,42.62186,24.51869
946,48,0.01524547,3148.477,0.8044239,26.06449,41.64106
947,10,0.002570543,3890.229,0.820671,33.74504,17.14844
948,25,0.009118325,2741.732,0.9094545,29.49078,33.60434
949,27,0.006169189,4376.588,0.8586279,27.33927,30.29768
950,37,0.0104974,3524.684,0.866862,32.56306,31.75623
951,41,0.01588585,2580.913,0.70713,38.65844,24.29229
952,17,0.004158227,4088.281,0.7107333,38.52748,24.73809
953,17,0.005577477,3047.973,0.7489021,26.9158,39.52623
954,19,0.005311704,3577.007,0.7191638,42.21431,24.37172
955,50,0.01744829,2865.611,0.8471199,29.38011,27.30829
956,28,0.003478505,8049.434,0.7139632,25.81678,36.64496
957,21,0.00720638,2914.084,0.7140267,32.89897,28.77114
958,29,0.007419465,3908.637,0.7836689,22.65243,21.45043
959,17,0.003404827,4992.912,0.8585646,23.16019,38.05931
960,10,0.002568258,3893.691,0.8829457,38.5137,24.67132
961,18,0.00443237,4061.032,0.5860731,26.37541,22.97247
962,17,0.006269048,2711.736,0.4657629,41.4924,27.82293
963,90,0.01632035,5514.589,0.5858021,24.95995,15.49656
964,26,0.007902293,3290.184,0.817115,36.78397,24.93525
965,21,0.007355622,2854.959,0.7136624,37.37345,24.67461
966,17,0.003320397,5119.87,0.5600312,37.54362,33.65956
967,32,0.01137409,2813.411,0.2922515,31.44623,35.86725
968,28,0.008832445,3170.13,0.6695344,29.54251,23.70208
969,26,0.009175127,2833.748,0.8279758,24.11723,34.97387
970,31,0.01134727,2731.934,0.773589,29.80768,27.32055
971,34,0.01398417,2431.321,0.5691745,33.36747,17.08222
972,29,0.002329329,12449.94,0.9573579,18.80771,25.7393
973,25,0.00904139,2765.062,0.5176976,20.46017,20.88
974,23,0.005656008,4066.472,0.8808589,33.0108,26.59194
975,32,0.008292777,3858.78,0.8210603,17.03827,24.24282
976,20,0.00578938,3454.601,0.7256348,26.93746,34.04348
977,51,0.01041672,4895.976,0.5143403,27.24906,27.78017
978,23,0.00493117,4664.208,0.6754919,25.74384,36.49967
979,25,0.009546497,2618.762,0.7186365,30.90169,39.97874
980,25,0.008915812,2804.007,0.6097165,18.7347,25.83215
981,20,0.006036578,3313.135,0.7221704,36.91228,17.97512
982,17,0.005320625,3195.113,0.5175963,23.65495,24.25742
983,25,0.008403078,2975.1,0.7816064,30.54836,27.13407
984,40,0.01083861,3690.511,0.8974776,26.32124,34.96054
985,33,0.01315492,2508.568,0.7419645,22.2848,24.70367
986,36,0.004210843,8549.356,0.7775948,31.20021,23.537
987,18,0.002267274,7939.048,0.9208744,21.04866,17.48591
988,17,0.003773713,4504.847,0.3542761,20.8338,39.97738
989,23,0.007204806,3192.314,0.7298802,18.50129,20.07925
990,20,0.006718818,2976.714,0.4532797,18.92641,18.50028
991,32,0.01309422,2443.826,0.5997877,32.40808,22.16872
992,17,0.003319741,5120.881,0.7382678,24.37282,35.72594
993,19,0.006172844,3077.998,0.7280017,31.84718,40.64251
994,8,0.001997809,4004.386,0.7920436,32.21373,38.09315
995,25,0.002022694,12359.75,0.6984036,19.29978,18.72884
996,18,0.005427822,3316.247,0.5292643,29.9059,24.76743
997,20,0.006894349,2900.927,0.6562818,23.71462,37.67611
998,36,0.004727997,7614.218,0.8517848,25.21429,26.73165
999,21,0.007329627,2865.084,0.3288434,40.74147,21.92525
1000,27,0.005511447,4898.895,0.5616256,32.74195,19.70241
1001,17,0.003734709,4551.895,0.71631,28.13552,25.70607
1002,24,0.007850597,3057.093,0.7587075,23.98704,30.41519
1003,17,0.004122905,4123.307,0.7786819,20.81725,40.84615
